instance_name,configLB,configValSplit,lastNDCpu
Kirlik14-ILP_p-5_n-20_m-10_ins-2,LP,mofv,545.452
Kirlik14-ILP_p-5_n-20_m-10_ins-3,LP,mofv,3448.87
Kirlik14-ILP_p-5_n-20_m-10_ins-4,LP,mofv,3599.75
Kirlik14-ILP_p-5_n-20_m-10_ins-5,LP,mofv,3597.59
Kirlik14-ILP_p-5_n-20_m-10_ins-6,LP,mofv,156.583
Kirlik14-ILP_p-5_n-20_m-10_ins-7,LP,mofv,3022.32
Kirlik14-ILP_p-5_n-20_m-10_ins-8,LP,mofv,536.779
Kirlik14-ILP_p-5_n-20_m-10_ins-9,LP,mofv,3598.42
Kirlik14-ILP_p-3_n-10_m-5_ins-1,LP,mofvRevisited,1.63387
Kirlik14-ILP_p-3_n-10_m-5_ins-1,WLP,mofvRevisited,1.06447
Kirlik14-ILP_p-3_n-10_m-5_ins-10,LP,mofvRevisited,0.614329
Kirlik14-ILP_p-3_n-10_m-5_ins-10,WLP,mofvRevisited,0.472184
Kirlik14-ILP_p-3_n-10_m-5_ins-2,LP,mofvRevisited,2.24725
Kirlik14-ILP_p-3_n-10_m-5_ins-2,WLP,mofvRevisited,1.80255
Kirlik14-ILP_p-3_n-10_m-5_ins-3,LP,mofvRevisited,3.65422
Kirlik14-ILP_p-3_n-10_m-5_ins-3,WLP,mofvRevisited,2.54932
Kirlik14-ILP_p-3_n-10_m-5_ins-4,LP,mofvRevisited,8.10775
Kirlik14-ILP_p-3_n-10_m-5_ins-4,WLP,mofvRevisited,4.90776
Kirlik14-ILP_p-3_n-10_m-5_ins-5,LP,mofvRevisited,3.46247
Kirlik14-ILP_p-3_n-10_m-5_ins-5,WLP,mofvRevisited,2.12543
Kirlik14-ILP_p-3_n-10_m-5_ins-6,LP,mofvRevisited,0.26101
Kirlik14-ILP_p-3_n-10_m-5_ins-6,WLP,mofvRevisited,0.239038
Kirlik14-ILP_p-3_n-10_m-5_ins-7,LP,mofvRevisited,2.23996
Kirlik14-ILP_p-3_n-10_m-5_ins-7,WLP,mofvRevisited,1.78939
Kirlik14-ILP_p-3_n-10_m-5_ins-8,LP,mofvRevisited,14.6808
Kirlik14-ILP_p-3_n-10_m-5_ins-8,WLP,mofvRevisited,8.72863
Kirlik14-ILP_p-3_n-10_m-5_ins-9,LP,mofvRevisited,1.38948
Kirlik14-ILP_p-3_n-10_m-5_ins-9,WLP,mofvRevisited,1.05345
Kirlik14-ILP_p-3_n-10_m-5_ins-1,WLP,med2,1.08528
Kirlik14-ILP_p-3_n-10_m-5_ins-1,WLP,mofvRevisited2,0.812105
Kirlik14-ILP_p-3_n-10_m-5_ins-10,WLP,med2,0.312657
Kirlik14-ILP_p-3_n-10_m-5_ins-10,WLP,mofvRevisited2,0.358729
Kirlik14-ILP_p-3_n-10_m-5_ins-2,WLP,med2,0.931535
Kirlik14-ILP_p-3_n-10_m-5_ins-2,WLP,mofvRevisited2,1.35734
Kirlik14-ILP_p-3_n-10_m-5_ins-3,WLP,med2,2.01632
Kirlik14-ILP_p-3_n-10_m-5_ins-3,WLP,mofvRevisited2,1.91205
Kirlik14-ILP_p-3_n-10_m-5_ins-4,WLP,med2,4.52565
Kirlik14-ILP_p-3_n-10_m-5_ins-4,WLP,mofvRevisited2,3.86875
Kirlik14-ILP_p-3_n-10_m-5_ins-5,WLP,med2,1.88533
Kirlik14-ILP_p-3_n-10_m-5_ins-5,WLP,mofvRevisited2,1.63926
Kirlik14-ILP_p-3_n-10_m-5_ins-6,WLP,med2,0.145357
Kirlik14-ILP_p-3_n-10_m-5_ins-6,WLP,mofvRevisited2,0.136603
Kirlik14-ILP_p-3_n-10_m-5_ins-7,WLP,med2,1.60967
Kirlik14-ILP_p-3_n-10_m-5_ins-7,WLP,mofvRevisited2,0.995587
Kirlik14-ILP_p-3_n-10_m-5_ins-8,WLP,med2,7.98431
Kirlik14-ILP_p-3_n-10_m-5_ins-8,WLP,mofvRevisited2,7.01268
Kirlik14-ILP_p-3_n-10_m-5_ins-9,WLP,med2,0.812116
Kirlik14-ILP_p-3_n-10_m-5_ins-9,WLP,mofvRevisited2,0.77753
Kirlik14-ILP_p-4_n-10_m-5_ins-1,WLP,med2,11.0131
Kirlik14-ILP_p-4_n-10_m-5_ins-1,WLP,mofvRevisited2,9.54373
Kirlik14-ILP_p-4_n-10_m-5_ins-10,WLP,med2,1.02295
Kirlik14-ILP_p-4_n-10_m-5_ins-10,WLP,mofvRevisited2,1.3806
Kirlik14-ILP_p-4_n-10_m-5_ins-2,WLP,med2,1.96796
Kirlik14-ILP_p-4_n-10_m-5_ins-2,WLP,mofvRevisited2,1.81402
Kirlik14-ILP_p-4_n-10_m-5_ins-3,WLP,med2,11.8795
Kirlik14-ILP_p-4_n-10_m-5_ins-3,WLP,mofvRevisited2,12.2595
Kirlik14-ILP_p-4_n-10_m-5_ins-4,WLP,med2,0.85727
Kirlik14-ILP_p-4_n-10_m-5_ins-4,WLP,mofvRevisited2,0.705985
Kirlik14-ILP_p-4_n-10_m-5_ins-5,WLP,med2,11.1668
Kirlik14-ILP_p-4_n-10_m-5_ins-5,WLP,mofvRevisited2,11.4417
Kirlik14-ILP_p-4_n-10_m-5_ins-6,WLP,med2,7.34465
Kirlik14-ILP_p-4_n-10_m-5_ins-6,WLP,mofvRevisited2,7.93031
Kirlik14-ILP_p-4_n-10_m-5_ins-7,WLP,med2,2.40752
Kirlik14-ILP_p-4_n-10_m-5_ins-7,WLP,mofvRevisited2,2.22461
Kirlik14-ILP_p-4_n-10_m-5_ins-8,WLP,med2,1.40138
Kirlik14-ILP_p-4_n-10_m-5_ins-8,WLP,mofvRevisited2,1.38685
Kirlik14-ILP_p-4_n-10_m-5_ins-9,WLP,med2,3.0669
Kirlik14-ILP_p-4_n-10_m-5_ins-9,WLP,mofvRevisited2,1.94129
Kirlik14-ILP_p-5_n-10_m-5_ins-1,WLP,med2,2.7889
Kirlik14-ILP_p-5_n-10_m-5_ins-1,WLP,mofvRevisited2,3.18797
Kirlik14-ILP_p-5_n-10_m-5_ins-10,WLP,med2,18.1914
Kirlik14-ILP_p-5_n-10_m-5_ins-10,WLP,mofvRevisited2,16.7955
Kirlik14-ILP_p-5_n-10_m-5_ins-2,WLP,med2,13.609
Kirlik14-ILP_p-5_n-10_m-5_ins-2,WLP,mofvRevisited2,11.2685
Kirlik14-ILP_p-5_n-10_m-5_ins-3,WLP,med2,15.4245
Kirlik14-ILP_p-5_n-10_m-5_ins-3,WLP,mofvRevisited2,14.7868
Kirlik14-ILP_p-5_n-10_m-5_ins-4,WLP,med2,8.21309
Kirlik14-ILP_p-5_n-10_m-5_ins-4,WLP,mofvRevisited2,9.41042
Kirlik14-ILP_p-5_n-10_m-5_ins-5,WLP,med2,20.4936
Kirlik14-ILP_p-5_n-10_m-5_ins-5,WLP,mofvRevisited2,14.0306
Kirlik14-ILP_p-5_n-10_m-5_ins-6,WLP,med2,2.7201
Kirlik14-ILP_p-5_n-10_m-5_ins-6,WLP,mofvRevisited2,2.94234
Kirlik14-ILP_p-5_n-10_m-5_ins-7,WLP,med2,2.23063
Kirlik14-ILP_p-5_n-10_m-5_ins-7,WLP,mofvRevisited2,1.98721
Kirlik14-ILP_p-5_n-10_m-5_ins-8,WLP,med2,9.88368
Kirlik14-ILP_p-5_n-10_m-5_ins-8,WLP,mofvRevisited2,10.8878
Kirlik14-ILP_p-5_n-10_m-5_ins-9,WLP,med2,1.02217
Kirlik14-ILP_p-5_n-10_m-5_ins-9,WLP,mofvRevisited2,0.875212
Kirlik14-ILP_p-3_n-20_m-10_ins-1,WLP,med2,21.6713
Kirlik14-ILP_p-3_n-20_m-10_ins-1,WLP,mofvRevisited2,19.9726
Kirlik14-ILP_p-3_n-20_m-10_ins-10,WLP,med2,18.6006
Kirlik14-ILP_p-3_n-20_m-10_ins-10,WLP,mofvRevisited2,17.9796
Kirlik14-ILP_p-3_n-20_m-10_ins-2,WLP,med2,5.91931
Kirlik14-ILP_p-3_n-20_m-10_ins-2,WLP,mofvRevisited2,5.57515
Kirlik14-ILP_p-3_n-20_m-10_ins-3,WLP,med2,24.3965
Kirlik14-ILP_p-3_n-20_m-10_ins-3,WLP,mofvRevisited2,20.1641
Kirlik14-ILP_p-3_n-20_m-10_ins-4,WLP,med2,3.10357
Kirlik14-ILP_p-3_n-20_m-10_ins-4,WLP,mofvRevisited2,2.6093
Kirlik14-ILP_p-3_n-20_m-10_ins-5,WLP,med2,1.94688
Kirlik14-ILP_p-3_n-20_m-10_ins-5,WLP,mofvRevisited2,1.99236
Kirlik14-ILP_p-3_n-20_m-10_ins-6,WLP,med2,16.0858
Kirlik14-ILP_p-3_n-20_m-10_ins-6,WLP,mofvRevisited2,13.6959
Kirlik14-ILP_p-3_n-20_m-10_ins-7,WLP,med2,79.3286
Kirlik14-ILP_p-3_n-20_m-10_ins-7,WLP,mofvRevisited2,83.1307
Kirlik14-ILP_p-3_n-20_m-10_ins-8,WLP,med2,53.2716
Kirlik14-ILP_p-3_n-20_m-10_ins-8,WLP,mofvRevisited2,42.5065
Kirlik14-ILP_p-3_n-20_m-10_ins-9,WLP,med2,17.4884
Kirlik14-ILP_p-3_n-20_m-10_ins-9,WLP,mofvRevisited2,17.1322
Kirlik14-ILP_p-3_n-30_m-15_ins-1,WLP,med2,621.762
Kirlik14-ILP_p-3_n-30_m-15_ins-1,WLP,mofvRevisited2,621.942
Kirlik14-ILP_p-3_n-30_m-15_ins-10,WLP,med2,63.4467
Kirlik14-ILP_p-3_n-30_m-15_ins-10,WLP,mofvRevisited2,56.4693
Kirlik14-ILP_p-3_n-30_m-15_ins-2,WLP,med2,40.1843
Kirlik14-ILP_p-3_n-30_m-15_ins-2,WLP,mofvRevisited2,36.8483
Kirlik14-ILP_p-3_n-30_m-15_ins-3,WLP,med2,3571.64
Kirlik14-ILP_p-3_n-30_m-15_ins-3,WLP,mofvRevisited2,3587.71
Kirlik14-ILP_p-3_n-30_m-15_ins-4,WLP,med2,916.656
Kirlik14-ILP_p-3_n-30_m-15_ins-4,WLP,mofvRevisited2,855.683
Kirlik14-ILP_p-3_n-30_m-15_ins-5,WLP,med2,372.077
Kirlik14-ILP_p-3_n-30_m-15_ins-5,WLP,mofvRevisited2,387.815
Kirlik14-ILP_p-3_n-30_m-15_ins-6,WLP,med2,222.61
Kirlik14-ILP_p-3_n-30_m-15_ins-6,WLP,mofvRevisited2,221.989
Kirlik14-ILP_p-3_n-30_m-15_ins-7,WLP,med2,269.391
Kirlik14-ILP_p-3_n-30_m-15_ins-7,WLP,mofvRevisited2,286.78
Kirlik14-ILP_p-3_n-30_m-15_ins-8,WLP,med2,3596.19
Kirlik14-ILP_p-3_n-30_m-15_ins-8,WLP,mofvRevisited2,3597.5
Kirlik14-ILP_p-3_n-30_m-15_ins-9,WLP,med2,170.094
Kirlik14-ILP_p-3_n-30_m-15_ins-9,WLP,mofvRevisited2,168.336
Kirlik14-ILP_p-4_n-20_m-10_ins-1,WLP,med2,254.451
Kirlik14-ILP_p-4_n-20_m-10_ins-1,WLP,mofvRevisited2,205.51
Kirlik14-ILP_p-4_n-20_m-10_ins-2,WLP,med2,19.7516
Kirlik14-ILP_p-4_n-20_m-10_ins-2,WLP,mofvRevisited2,18.1423
Kirlik14-ILP_p-4_n-20_m-10_ins-3,WLP,med2,10.5706
Kirlik14-ILP_p-4_n-20_m-10_ins-3,WLP,mofvRevisited2,9.23718
Kirlik14-ILP_p-4_n-20_m-10_ins-4,WLP,med2,463.431
Kirlik14-ILP_p-4_n-20_m-10_ins-4,WLP,mofvRevisited2,410.679
Kirlik14-ILP_p-4_n-20_m-10_ins-5,WLP,med2,481.603
Kirlik14-ILP_p-4_n-20_m-10_ins-5,WLP,mofvRevisited2,493.278
Kirlik14-ILP_p-4_n-20_m-10_ins-6,WLP,med2,389.536
Kirlik14-ILP_p-4_n-20_m-10_ins-6,WLP,mofvRevisited2,315.479
Kirlik14-ILP_p-4_n-20_m-10_ins-7,WLP,med2,1181.7
Kirlik14-ILP_p-4_n-20_m-10_ins-7,WLP,mofvRevisited2,1453.35
Kirlik14-ILP_p-4_n-20_m-10_ins-8,WLP,med2,416.456
Kirlik14-ILP_p-4_n-20_m-10_ins-8,WLP,mofvRevisited2,366.62
Kirlik14-ILP_p-4_n-20_m-10_ins-9,WLP,med2,58.0305
Kirlik14-ILP_p-4_n-20_m-10_ins-9,WLP,mofvRevisited2,51.304
Kirlik14-KP_p-3_n-10_ins-1,LP,mofvRevisited2,0.079286
Kirlik14-KP_p-3_n-10_ins-1,WLP,mofvRevisited2,0.0650158
Kirlik14-KP_p-3_n-10_ins-10,LP,mofvRevisited2,0.115298
Kirlik14-KP_p-3_n-10_ins-10,WLP,mofvRevisited2,0.0741127
Kirlik14-KP_p-3_n-10_ins-2,LP,mofvRevisited2,0.241419
Kirlik14-KP_p-3_n-10_ins-2,WLP,mofvRevisited2,0.248234
Kirlik14-KP_p-3_n-10_ins-3,LP,mofvRevisited2,0.110001
Kirlik14-KP_p-3_n-10_ins-3,WLP,mofvRevisited2,0.0932559
Kirlik14-KP_p-3_n-10_ins-4,LP,mofvRevisited2,0.0443583
Kirlik14-KP_p-3_n-10_ins-4,WLP,mofvRevisited2,0.0436514
Kirlik14-KP_p-3_n-10_ins-5,LP,mofvRevisited2,0.288876
Kirlik14-KP_p-3_n-10_ins-5,WLP,mofvRevisited2,0.22668
Kirlik14-KP_p-3_n-10_ins-6,LP,mofvRevisited2,0.19063
Kirlik14-KP_p-3_n-10_ins-6,WLP,mofvRevisited2,0.084538
Kirlik14-KP_p-3_n-10_ins-7,LP,mofvRevisited2,0.154623
Kirlik14-KP_p-3_n-10_ins-7,WLP,mofvRevisited2,0.119617
Kirlik14-KP_p-3_n-10_ins-8,LP,mofvRevisited2,0.177708
Kirlik14-KP_p-3_n-10_ins-8,WLP,mofvRevisited2,0.128981
Kirlik14-KP_p-3_n-10_ins-9,LP,mofvRevisited2,0.218168
Kirlik14-KP_p-3_n-10_ins-9,WLP,mofvRevisited2,0.165075
Kirlik14-KP_p-3_n-20_ins-1,LP,mofvRevisited2,3.91301
Kirlik14-KP_p-3_n-20_ins-1,WLP,mofvRevisited2,2.80698
Kirlik14-KP_p-3_n-20_ins-10,LP,mofvRevisited2,1.32505
Kirlik14-KP_p-3_n-20_ins-10,WLP,mofvRevisited2,1.11009
Kirlik14-KP_p-3_n-20_ins-2,LP,mofvRevisited2,4.97161
Kirlik14-KP_p-3_n-20_ins-2,WLP,mofvRevisited2,3.06992
Kirlik14-KP_p-3_n-20_ins-3,LP,mofvRevisited2,2.05071
Kirlik14-KP_p-3_n-20_ins-3,WLP,mofvRevisited2,1.63701
Kirlik14-KP_p-3_n-20_ins-4,LP,mofvRevisited2,4.70808
Kirlik14-KP_p-3_n-20_ins-4,WLP,mofvRevisited2,3.19105
Kirlik14-KP_p-3_n-20_ins-5,LP,mofvRevisited2,11.2413
Kirlik14-KP_p-3_n-20_ins-5,WLP,mofvRevisited2,7.69532
Kirlik14-KP_p-3_n-20_ins-6,LP,mofvRevisited2,5.44907
Kirlik14-KP_p-3_n-20_ins-6,WLP,mofvRevisited2,4.23208
Kirlik14-KP_p-3_n-20_ins-7,LP,mofvRevisited2,4.93775
Kirlik14-KP_p-3_n-20_ins-7,WLP,mofvRevisited2,3.46199
Kirlik14-KP_p-3_n-20_ins-8,LP,mofvRevisited2,3.5487
Kirlik14-KP_p-3_n-20_ins-8,WLP,mofvRevisited2,2.70915
Kirlik14-KP_p-3_n-20_ins-9,LP,mofvRevisited2,2.07561
Kirlik14-KP_p-3_n-20_ins-9,WLP,mofvRevisited2,1.49194
Kirlik14-KP_p-3_n-30_ins-1,LP,mofvRevisited2,50.2336
Kirlik14-KP_p-3_n-30_ins-1,WLP,mofvRevisited2,33.603
Kirlik14-KP_p-3_n-30_ins-10,LP,mofvRevisited2,26.41
Kirlik14-KP_p-3_n-30_ins-10,WLP,mofvRevisited2,19.5834
Kirlik14-KP_p-3_n-30_ins-2,LP,mofvRevisited2,174.113
Kirlik14-KP_p-3_n-30_ins-2,WLP,mofvRevisited2,95.6321
Kirlik14-KP_p-3_n-30_ins-3,LP,mofvRevisited2,94.3275
Kirlik14-KP_p-3_n-30_ins-3,WLP,mofvRevisited2,68.0657
Kirlik14-KP_p-3_n-30_ins-4,LP,mofvRevisited2,35.2438
Kirlik14-KP_p-3_n-30_ins-4,WLP,mofvRevisited2,21.7207
Kirlik14-KP_p-3_n-30_ins-5,LP,mofvRevisited2,26.8538
Kirlik14-KP_p-3_n-30_ins-5,WLP,mofvRevisited2,19.6161
Kirlik14-KP_p-3_n-30_ins-6,LP,mofvRevisited2,91.4656
Kirlik14-KP_p-3_n-30_ins-6,WLP,mofvRevisited2,56.9021
Kirlik14-KP_p-3_n-30_ins-7,LP,mofvRevisited2,354.257
Kirlik14-KP_p-3_n-30_ins-7,WLP,mofvRevisited2,218.303
Kirlik14-KP_p-3_n-30_ins-8,LP,mofvRevisited2,132.474
Kirlik14-KP_p-3_n-30_ins-8,WLP,mofvRevisited2,89.7944
Kirlik14-KP_p-3_n-30_ins-9,LP,mofvRevisited2,131.372
Kirlik14-KP_p-3_n-30_ins-9,WLP,mofvRevisited2,92.8255
Kirlik14-KP_p-3_n-40_ins-1,LP,mofvRevisited2,3597.94
Kirlik14-KP_p-3_n-40_ins-1,LP,mofvRevisited2,3597.94
Kirlik14-KP_p-3_n-40_ins-1,WLP,mofvRevisited2,2365.01
Kirlik14-KP_p-3_n-40_ins-10,LP,mofvRevisited2,601.311
Kirlik14-KP_p-3_n-40_ins-10,WLP,mofvRevisited2,361.066
Kirlik14-KP_p-3_n-40_ins-2,LP,mofvRevisited2,367.845
Kirlik14-KP_p-3_n-40_ins-2,WLP,mofvRevisited2,245.442
Kirlik14-KP_p-3_n-40_ins-3,LP,mofvRevisited2,1965.4
Kirlik14-KP_p-3_n-40_ins-3,WLP,mofvRevisited2,1439.2
Kirlik14-KP_p-3_n-40_ins-4,LP,mofvRevisited2,667.828
Kirlik14-KP_p-3_n-40_ins-4,WLP,mofvRevisited2,470.561
Kirlik14-KP_p-3_n-40_ins-5,LP,mofvRevisited2,1020.67
Kirlik14-KP_p-3_n-40_ins-5,WLP,mofvRevisited2,629.129
Kirlik14-KP_p-3_n-40_ins-6,LP,mofvRevisited2,1183.95
Kirlik14-KP_p-3_n-40_ins-6,WLP,mofvRevisited2,729.226
Kirlik14-KP_p-3_n-40_ins-7,LP,mofvRevisited2,753.672
Kirlik14-KP_p-3_n-40_ins-7,WLP,mofvRevisited2,497.107
Kirlik14-KP_p-3_n-40_ins-8,LP,mofvRevisited2,347.534
Kirlik14-KP_p-3_n-40_ins-8,WLP,mofvRevisited2,231.514
Kirlik14-KP_p-3_n-40_ins-9,LP,mofvRevisited2,967.826
Kirlik14-KP_p-3_n-40_ins-9,WLP,mofvRevisited2,743.925
Kirlik14-KP_p-4_n-10_ins-1,LP,mofvRevisited2,0.364048
Kirlik14-KP_p-4_n-10_ins-1,WLP,mofvRevisited2,0.264037
Kirlik14-KP_p-4_n-10_ins-10,LP,mofvRevisited2,0.222798
Kirlik14-KP_p-4_n-10_ins-10,WLP,mofvRevisited2,0.170482
Kirlik14-KP_p-4_n-10_ins-2,LP,mofvRevisited2,0.31788
Kirlik14-KP_p-4_n-10_ins-2,WLP,mofvRevisited2,0.261586
Kirlik14-KP_p-4_n-10_ins-3,LP,mofvRevisited2,0.1583
Kirlik14-KP_p-4_n-10_ins-3,WLP,mofvRevisited2,0.116187
Kirlik14-KP_p-4_n-10_ins-4,LP,mofvRevisited2,0.132477
Kirlik14-KP_p-4_n-10_ins-4,WLP,mofvRevisited2,0.103291
Kirlik14-KP_p-4_n-10_ins-5,LP,mofvRevisited2,0.250474
Kirlik14-KP_p-4_n-10_ins-5,WLP,mofvRevisited2,0.16713
Kirlik14-KP_p-4_n-10_ins-6,LP,mofvRevisited2,0.330753
Kirlik14-KP_p-4_n-10_ins-6,WLP,mofvRevisited2,0.251212
Kirlik14-KP_p-4_n-10_ins-7,LP,mofvRevisited2,0.315788
Kirlik14-KP_p-4_n-10_ins-7,WLP,mofvRevisited2,0.207828
Kirlik14-KP_p-4_n-10_ins-8,LP,mofvRevisited2,0.045894
Kirlik14-KP_p-4_n-10_ins-8,WLP,mofvRevisited2,0.0427394
Kirlik14-KP_p-4_n-10_ins-9,LP,mofvRevisited2,0.588537
Kirlik14-KP_p-4_n-10_ins-9,WLP,mofvRevisited2,0.442376
Kirlik14-KP_p-4_n-20_ins-1,LP,mofvRevisited2,6.6103
Kirlik14-KP_p-4_n-20_ins-1,WLP,mofvRevisited2,5.01858
Kirlik14-KP_p-4_n-20_ins-10,LP,mofvRevisited2,28.5766
Kirlik14-KP_p-4_n-20_ins-10,WLP,mofvRevisited2,19.4154
Kirlik14-KP_p-4_n-20_ins-2,LP,mofvRevisited2,57.2925
Kirlik14-KP_p-4_n-20_ins-2,WLP,mofvRevisited2,38.3071
Kirlik14-KP_p-4_n-20_ins-3,LP,mofvRevisited2,57.8169
Kirlik14-KP_p-4_n-20_ins-3,WLP,mofvRevisited2,41.3862
Kirlik14-KP_p-4_n-20_ins-4,LP,mofvRevisited2,3.12519
Kirlik14-KP_p-4_n-20_ins-4,WLP,mofvRevisited2,2.40725
Kirlik14-KP_p-4_n-20_ins-5,LP,mofvRevisited2,11.4502
Kirlik14-KP_p-4_n-20_ins-5,WLP,mofvRevisited2,8.1402
Kirlik14-KP_p-4_n-20_ins-6,LP,mofvRevisited2,55.3983
Kirlik14-KP_p-4_n-20_ins-6,WLP,mofvRevisited2,37.7371
Kirlik14-KP_p-4_n-20_ins-7,LP,mofvRevisited2,51.6609
Kirlik14-KP_p-4_n-20_ins-7,WLP,mofvRevisited2,38.6506
Kirlik14-KP_p-4_n-20_ins-8,LP,mofvRevisited2,11.0072
Kirlik14-KP_p-4_n-20_ins-8,WLP,mofvRevisited2,9.01089
Kirlik14-KP_p-4_n-20_ins-9,LP,mofvRevisited2,11.3038
Kirlik14-KP_p-4_n-20_ins-9,WLP,mofvRevisited2,8.23649
Kirlik14-KP_p-4_n-30_ins-1,LP,mofvRevisited2,513.336
Kirlik14-KP_p-4_n-30_ins-1,WLP,mofvRevisited2,352.82
Kirlik14-KP_p-4_n-30_ins-10,LP,mofvRevisited2,609.139
Kirlik14-KP_p-4_n-30_ins-10,WLP,mofvRevisited2,452.101
Kirlik14-KP_p-4_n-30_ins-2,LP,mofvRevisited2,558.66
Kirlik14-KP_p-4_n-30_ins-2,WLP,mofvRevisited2,432.208
Kirlik14-KP_p-4_n-30_ins-3,LP,mofvRevisited2,94.1452
Kirlik14-KP_p-4_n-30_ins-3,WLP,mofvRevisited2,79.2419
Kirlik14-KP_p-4_n-30_ins-4,LP,mofvRevisited2,363.566
Kirlik14-KP_p-4_n-30_ins-4,WLP,mofvRevisited2,238.99
Kirlik14-KP_p-4_n-30_ins-5,LP,mofvRevisited2,106.669
Kirlik14-KP_p-4_n-30_ins-5,WLP,mofvRevisited2,72.3673
Kirlik14-KP_p-4_n-30_ins-6,LP,mofvRevisited2,201.142
Kirlik14-KP_p-4_n-30_ins-6,WLP,mofvRevisited2,132.999
Kirlik14-KP_p-4_n-30_ins-7,LP,mofvRevisited2,428.269
Kirlik14-KP_p-4_n-30_ins-7,WLP,mofvRevisited2,303.835
Kirlik14-KP_p-4_n-30_ins-8,LP,mofvRevisited2,301.149
Kirlik14-KP_p-4_n-30_ins-8,WLP,mofvRevisited2,210.748
Kirlik14-KP_p-4_n-30_ins-9,LP,mofvRevisited2,173.514
Kirlik14-KP_p-4_n-30_ins-9,WLP,mofvRevisited2,122.611
Kirlik14-KP_p-5_n-10_ins-1,LP,mofvRevisited2,0.519868
Kirlik14-KP_p-5_n-10_ins-1,WLP,mofvRevisited2,0.485344
Kirlik14-KP_p-5_n-10_ins-10,LP,mofvRevisited2,0.297251
Kirlik14-KP_p-5_n-10_ins-10,WLP,mofvRevisited2,0.266278
Kirlik14-KP_p-5_n-10_ins-2,LP,mofvRevisited2,0.366795
Kirlik14-KP_p-5_n-10_ins-2,WLP,mofvRevisited2,0.311336
Kirlik14-KP_p-5_n-10_ins-3,LP,mofvRevisited2,0.635375
Kirlik14-KP_p-5_n-10_ins-3,WLP,mofvRevisited2,0.612164
Kirlik14-KP_p-5_n-10_ins-4,LP,mofvRevisited2,0.778089
Kirlik14-KP_p-5_n-10_ins-4,WLP,mofvRevisited2,0.696275
Kirlik14-KP_p-5_n-10_ins-5,LP,mofvRevisited2,0.291051
Kirlik14-KP_p-5_n-10_ins-5,WLP,mofvRevisited2,0.261226
Kirlik14-KP_p-5_n-10_ins-6,LP,mofvRevisited2,0.190842
Kirlik14-KP_p-5_n-10_ins-6,WLP,mofvRevisited2,0.148507
Kirlik14-KP_p-5_n-10_ins-7,LP,mofvRevisited2,0.178615
Kirlik14-KP_p-5_n-10_ins-7,WLP,mofvRevisited2,0.15519
Kirlik14-KP_p-5_n-10_ins-8,LP,mofvRevisited2,0.484143
Kirlik14-KP_p-5_n-10_ins-8,WLP,mofvRevisited2,0.411524
Kirlik14-KP_p-5_n-10_ins-9,LP,mofvRevisited2,0.321089
Kirlik14-KP_p-5_n-10_ins-9,WLP,mofvRevisited2,0.274876
Kirlik14-KP_p-5_n-20_ins-1,LP,mofvRevisited2,120.047
Kirlik14-KP_p-5_n-20_ins-1,WLP,mofvRevisited2,106.828
Kirlik14-KP_p-5_n-20_ins-10,LP,mofvRevisited2,163.614
Kirlik14-KP_p-5_n-20_ins-10,WLP,mofvRevisited2,148.547
Kirlik14-KP_p-5_n-20_ins-2,LP,mofvRevisited2,28.8769
Kirlik14-KP_p-5_n-20_ins-2,WLP,mofvRevisited2,27.4003
Kirlik14-KP_p-5_n-20_ins-3,LP,mofvRevisited2,15.3593
