instance_name,configLB,configValSplit,lastNDCpu
Kirlik14-KP_p-5_n-20_ins-3,WLP,mofvRevisited2,12.909
Kirlik14-KP_p-5_n-20_ins-4,LP,mofvRevisited2,6.35818
Kirlik14-KP_p-5_n-20_ins-4,WLP,mofvRevisited2,5.85904
Kirlik14-KP_p-5_n-20_ins-5,LP,mofvRevisited2,27.9845
Kirlik14-KP_p-5_n-20_ins-5,WLP,mofvRevisited2,26.4449
Kirlik14-KP_p-5_n-20_ins-6,LP,mofvRevisited2,24.6277
Kirlik14-KP_p-5_n-20_ins-6,WLP,mofvRevisited2,23.47
Kirlik14-KP_p-5_n-20_ins-7,LP,mofvRevisited2,19.4497
Kirlik14-KP_p-5_n-20_ins-7,WLP,mofvRevisited2,18.0363
Kirlik14-KP_p-5_n-20_ins-8,LP,mofvRevisited2,116.176
Kirlik14-KP_p-5_n-20_ins-8,WLP,mofvRevisited2,106.182
Kirlik14-KP_p-5_n-20_ins-9,LP,mofvRevisited2,26.9974
Kirlik14-KP_p-5_n-20_ins-9,WLP,mofvRevisited2,22.9312
Kirlik14-ILP_p-3_n-10_m-5_ins-1,LP,mofvRevisited2,1.24477
Kirlik14-ILP_p-3_n-10_m-5_ins-10,LP,mofvRevisited2,0.46702
Kirlik14-ILP_p-3_n-10_m-5_ins-2,LP,mofvRevisited2,1.77573
Kirlik14-ILP_p-3_n-10_m-5_ins-3,LP,mofvRevisited2,3.04434
Kirlik14-ILP_p-3_n-10_m-5_ins-4,LP,mofvRevisited2,6.08398
Kirlik14-ILP_p-3_n-10_m-5_ins-5,LP,mofvRevisited2,2.72371
Kirlik14-ILP_p-3_n-10_m-5_ins-6,LP,mofvRevisited2,0.15655
Kirlik14-ILP_p-3_n-10_m-5_ins-7,LP,mofvRevisited2,1.61608
Kirlik14-ILP_p-3_n-10_m-5_ins-8,LP,mofvRevisited2,11.4451
Kirlik14-ILP_p-3_n-10_m-5_ins-9,LP,mofvRevisited2,1.01955
Kirlik14-ILP_p-3_n-20_m-10_ins-1,LP,mofvRevisited2,27.9939
Kirlik14-ILP_p-3_n-20_m-10_ins-10,LP,mofvRevisited2,24.6835
Kirlik14-ILP_p-3_n-20_m-10_ins-2,LP,mofvRevisited2,8.2997
Kirlik14-ILP_p-3_n-20_m-10_ins-3,LP,mofvRevisited2,33.2346
Kirlik14-ILP_p-3_n-20_m-10_ins-4,LP,mofvRevisited2,4.1161
Kirlik14-ILP_p-3_n-20_m-10_ins-5,LP,mofvRevisited2,2.39818
Kirlik14-ILP_p-3_n-20_m-10_ins-6,LP,mofvRevisited2,19.5857
Kirlik14-ILP_p-3_n-20_m-10_ins-7,LP,mofvRevisited2,105.766
Kirlik14-ILP_p-3_n-20_m-10_ins-8,LP,mofvRevisited2,62.4992
Kirlik14-ILP_p-3_n-20_m-10_ins-9,LP,mofvRevisited2,23.1351
Kirlik14-ILP_p-3_n-30_m-15_ins-1,LP,mofvRevisited2,715.884
Kirlik14-ILP_p-3_n-30_m-15_ins-10,LP,mofvRevisited2,80.2295
Kirlik14-ILP_p-3_n-30_m-15_ins-2,LP,mofvRevisited2,57.9824
Kirlik14-ILP_p-3_n-30_m-15_ins-3,LP,mofvRevisited2,3144.48
Kirlik14-ILP_p-3_n-30_m-15_ins-4,LP,mofvRevisited2,1062.53
Kirlik14-ILP_p-3_n-30_m-15_ins-5,LP,mofvRevisited2,458.256
Kirlik14-ILP_p-3_n-30_m-15_ins-6,LP,mofvRevisited2,325.629
Kirlik14-ILP_p-3_n-30_m-15_ins-7,LP,mofvRevisited2,353.719
Kirlik14-ILP_p-3_n-30_m-15_ins-8,LP,mofvRevisited2,2787.79
Kirlik14-ILP_p-3_n-30_m-15_ins-9,LP,mofvRevisited2,225.978
Kirlik14-ILP_p-4_n-10_m-5_ins-1,LP,mofvRevisited2,15.4669
Kirlik14-ILP_p-4_n-10_m-5_ins-10,LP,mofvRevisited2,1.94744
Kirlik14-ILP_p-4_n-10_m-5_ins-2,LP,mofvRevisited2,2.93842
Kirlik14-ILP_p-4_n-10_m-5_ins-3,LP,mofvRevisited2,19.044
Kirlik14-ILP_p-4_n-10_m-5_ins-4,LP,mofvRevisited2,1.06262
Kirlik14-ILP_p-4_n-10_m-5_ins-5,LP,mofvRevisited2,18.9709
Kirlik14-ILP_p-4_n-10_m-5_ins-6,LP,mofvRevisited2,12.7142
Kirlik14-ILP_p-4_n-10_m-5_ins-7,LP,mofvRevisited2,3.11205
Kirlik14-ILP_p-4_n-10_m-5_ins-8,LP,mofvRevisited2,1.9356
Kirlik14-ILP_p-4_n-10_m-5_ins-9,LP,mofvRevisited2,3.21571
Kirlik14-ILP_p-4_n-20_m-10_ins-1,LP,mofvRevisited2,305.061
Kirlik14-ILP_p-4_n-20_m-10_ins-10,LP,mofvRevisited2,104.961
Kirlik14-ILP_p-4_n-20_m-10_ins-2,LP,mofvRevisited2,28.4327
Kirlik14-ILP_p-4_n-20_m-10_ins-3,LP,mofvRevisited2,13.0135
Kirlik14-ILP_p-4_n-20_m-10_ins-4,LP,mofvRevisited2,569.508
Kirlik14-ILP_p-4_n-20_m-10_ins-5,LP,mofvRevisited2,672.221
Kirlik14-ILP_p-4_n-20_m-10_ins-6,LP,mofvRevisited2,506.791
Kirlik14-ILP_p-4_n-20_m-10_ins-7,LP,mofvRevisited2,1748.72
Kirlik14-ILP_p-4_n-20_m-10_ins-8,LP,mofvRevisited2,486.549
Kirlik14-ILP_p-4_n-20_m-10_ins-9,LP,mofvRevisited2,81.1149
Kirlik14-ILP_p-4_n-30_m-15_ins-1,LP,mofvRevisited2,511.662
Kirlik14-ILP_p-4_n-30_m-15_ins-10,LP,mofvRevisited2,3427.27
Kirlik14-ILP_p-4_n-30_m-15_ins-2,LP,mofvRevisited2,3584.05
Kirlik14-ILP_p-4_n-30_m-15_ins-3,LP,mofvRevisited2,1662.61
Kirlik14-ILP_p-4_n-30_m-15_ins-4,LP,mofvRevisited2,3586.28
Kirlik14-ILP_p-4_n-30_m-15_ins-5,LP,mofvRevisited2,2000.61
Kirlik14-ILP_p-4_n-30_m-15_ins-6,LP,mofvRevisited2,67.5528
Kirlik14-ILP_p-4_n-30_m-15_ins-7,LP,mofvRevisited2,1334.58
Kirlik14-ILP_p-4_n-30_m-15_ins-8,LP,mofvRevisited2,3535.92
Kirlik14-ILP_p-4_n-30_m-15_ins-9,LP,mofvRevisited2,1776.75
Kirlik14-ILP_p-5_n-10_m-5_ins-1,LP,mofvRevisited2,5.24521
Kirlik14-ILP_p-5_n-10_m-5_ins-10,LP,mofvRevisited2,22.7055
Kirlik14-ILP_p-5_n-10_m-5_ins-2,LP,mofvRevisited2,13.6662
Kirlik14-ILP_p-5_n-10_m-5_ins-3,LP,mofvRevisited2,18.9902
Kirlik14-ILP_p-5_n-10_m-5_ins-4,LP,mofvRevisited2,11.7941
Kirlik14-ILP_p-5_n-10_m-5_ins-5,LP,mofvRevisited2,19.6396
Kirlik14-ILP_p-5_n-10_m-5_ins-6,LP,mofvRevisited2,3.56302
Kirlik14-ILP_p-5_n-10_m-5_ins-7,LP,mofvRevisited2,2.20971
Kirlik14-ILP_p-5_n-10_m-5_ins-8,LP,mofvRevisited2,11.1368
Kirlik14-ILP_p-5_n-10_m-5_ins-9,LP,mofvRevisited2,1.22632
Kirlik14-ILP_p-5_n-20_m-10_ins-1,LP,mofvRevisited2,3573.5
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,0.277542
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,0.326049
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,0.385851
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,0.348845
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,0.311451
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,0.294041
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,0.363453
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,0.36338
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,0.406242
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,0.54081
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,0.399627
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,0.521313
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,0.364586
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,0.225738
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,0.326478
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,0.324825
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,0.29441
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,0.337872
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,0.247484
Forget21-UFLP_3_5_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,0.256044
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,2.23244
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,1.41625
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,1.21332
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,0.799684
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,2.29242
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,1.29239
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,2.43349
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,1.48336
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,1.86424
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,1.24388
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,2.29518
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,1.36748
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,2.8654
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,1.61554
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,1.75084
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,1.09392
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,2.03672
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,1.33399
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,2.28693
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,1.36302
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,6.43621
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,6.72451
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,7.65992
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,7.88649
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,7.43371
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,6.59321
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,6.56564
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,6.43218
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,8.38289
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,8.34747
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,7.69709
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,6.74184
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,6.6244
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,6.76699
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,7.79877
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,6.67709
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,4.42679
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,4.1681
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,6.97628
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,7.43821
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,41.11
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,20.5366
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,38.9193
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,21.1946
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,34.7132
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,20.531
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,40.024
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,21.0369
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,40.0273
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,20.9675
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,40.0914
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,23.3084
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,46.5281
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,27.886
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,39.5822
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,22.388
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,41.6637
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,24.2713
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,44.4168
Forget21-UFLP_5_4_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,25.0574
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,155.35
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,127.704
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,183.556
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,159.265
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,195.662
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,157.696
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,151.924
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,129.935
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,178.916
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,139.122
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,175.964
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,146.059
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,155.482
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,141.153
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,187.037
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,146.557
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,150.159
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,127.863
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,150.815
Forget21-UFLP_5_5_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,139.38
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,66.5412
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,32.673
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,101.369
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,50.1794
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,63.9585
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,31.9337
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,78.2374
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,39.5116
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,103.599
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,49.8165
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,73.3154
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,36.7129
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,95.8099
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,46.6379
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,87.3343
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,43.7236
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,87.4399
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,44.4209
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,112.565
Forget21-UFLP_6_3_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,54.788
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,585.006
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,325.508
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,614.91
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,361.27
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,558.949
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,324.884
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,510.137
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,298.59
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,739.816
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,461.609
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,506.342
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,297.015
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,487.323
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,287.312
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,570.543
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,332.915
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,679.939
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,376.799
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,559.814
Forget21-UFLP_6_4_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,338.927
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,450.273
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,227.265
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,385.776
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,195.642
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,624.063
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,303.055
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,538.415
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,266.268
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_5,LP,mofvRevisited2,482.615
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_5,WLP,mofvRevisited2,251.774
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_6,LP,mofvRevisited2,488.531
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_6,WLP,mofvRevisited2,244.075
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_7,LP,mofvRevisited2,447.487
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_7,WLP,mofvRevisited2,235.403
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_8,LP,mofvRevisited2,534.064
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_8,WLP,mofvRevisited2,275.829
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_9,LP,mofvRevisited2,502.483
Forget21-UFLP_7_3_1-1000_1-100_spheredown_1_9,WLP,mofvRevisited2,262.438
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_1,LP,mofvRevisited2,3598.78
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_1,WLP,mofvRevisited2,3577.83
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_10,LP,mofvRevisited2,3594.43
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_10,WLP,mofvRevisited2,3537.38
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_2,LP,mofvRevisited2,3589.23
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_2,WLP,mofvRevisited2,3593.13
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_3,LP,mofvRevisited2,3597.29
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_3,WLP,mofvRevisited2,3575.28
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_4,LP,mofvRevisited2,3599.98
Forget21-UFLP_7_4_1-1000_1-100_spheredown_1_4,WLP,mofvRevisited2,3589.59
